Ingredient,Country,Claim Category,Allowed Claims,Dosage,Health claim pending European authorisation,Claim Use Notes
Rhodiola (Rhodiola rosea),Czechia,Stress Relief / Mental Performance / Physical Endurance / Adaptogen / Emotional Balance,"On-Hold:\nGolden root helps maintain normal function of the circulatory system, in this way providing cells with oxygen and nutrients.\n1. For the gastrointestinal tract health\n2. Normalizes intestinal tract function.\nHelps organism to adapt for emotional stress, physical effort, helps to stimulate the nervous system, has beneficial effect in fatigue and headaches induced by stress, beneficial for the sleep difficulties, poor appetite, decline in work performance, helps to stimulate perception, improve state of mind, helps to support potency, has beneficial effect on cardiovascular system because it helps to protect against stress and hypertension.\nStrength and condition.\nEndurance for sports performances.\nPlant antioxidant for cell protection.\nAdaptogen that protects during physical stress.\nHelps the microcirculation trophism, increasing the permeability and capillary microcirculation.\nHelps the physiological blood fluidity.\nFood: Rhodiola rosea (rhizome) (common name: golden root or roseroot)\nExamples of wording: Improve the body's resistance to stress.\nImprove mental function and performance\nContributes to the resistance against stress\nHelps concentration and mental performance",Raw root powder: 200–600 mg per day\nStandardized extract: 100–300 mg per day (standardized to rosavins and salidroside),Health claim pending European authorisation,Use on-hold claims with traditional use disclaimer.\nNot recommended during pregnancy or breastfeeding.\nConsult healthcare provider if taking antidepressants or other medications.\nMay cause dizziness or jitteriness in sensitive individuals.
Rhodiola (Rhodiola rosea),Poland,Stress Relief / Mental Performance / Physical Endurance / Adaptogen / Emotional Balance,"On-Hold:\nGolden root helps maintain normal function of the circulatory system, in this way providing cells with oxygen and nutrients.\n1. For the gastrointestinal tract health\n2. Normalizes intestinal tract function.\nHelps organism to adapt for emotional stress, physical effort, helps to stimulate the nervous system, has beneficial effect in fatigue and headaches induced by stress, beneficial for the sleep difficulties, poor appetite, decline in work performance, helps to stimulate perception, improve state of mind, helps to support potency, has beneficial effect on cardiovascular system because it helps to protect against stress and hypertension.\nStrength and condition.\nEndurance for sports performances.\nPlant antioxidant for cell protection.\nAdaptogen that protects during physical stress.\nHelps the microcirculation trophism, increasing the permeability and capillary microcirculation.\nHelps the physiological blood fluidity.\nFood: Rhodiola rosea (rhizome) (common name: golden root or roseroot)\nExamples of wording: Improve the body's resistance to stress.\nImprove mental function and performance\nContributes to the resistance against stress\nHelps concentration and mental performance",Raw root powder: 200–600 mg per day\nStandardized extract: 100–300 mg per day (standardized to rosavins and salidroside),Health claim pending European authorisation,Use on-hold claims with traditional use disclaimer.\nNot recommended during pregnancy or breastfeeding.\nConsult healthcare provider if taking antidepressants or other medications.\nMay cause dizziness or jitteriness in sensitive individuals.
Rhodiola (Rhodiola rosea),Romania,Stress Relief / Mental Performance / Physical Endurance / Adaptogen / Emotional Balance,"On-Hold:\nGolden root helps maintain normal function of the circulatory system, in this way providing cells with oxygen and nutrients.\n1. For the gastrointestinal tract health\n2. Normalizes intestinal tract function.\nHelps organism to adapt for emotional stress, physical effort, helps to stimulate the nervous system, has beneficial effect in fatigue and headaches induced by stress, beneficial for the sleep difficulties, poor appetite, decline in work performance, helps to stimulate perception, improve state of mind, helps to support potency, has beneficial effect on cardiovascular system because it helps to protect against stress and hypertension.\nStrength and condition.\nEndurance for sports performances.\nPlant antioxidant for cell protection.\nAdaptogen that protects during physical stress.\nHelps the microcirculation trophism, increasing the permeability and capillary microcirculation.\nHelps the physiological blood fluidity.\nFood: Rhodiola rosea (rhizome) (common name: golden root or roseroot)\nExamples of wording: Improve the body's resistance to stress.\nImprove mental function and performance\nContributes to the resistance against stress\nHelps concentration and mental performance",Raw root powder: 200–600 mg per day\nStandardized extract: 100–300 mg per day (standardized to rosavins and salidroside),Health claim pending European authorisation,Use on-hold claims with traditional use disclaimer.\nNot recommended during pregnancy or breastfeeding.\nConsult healthcare provider if taking antidepressants or other medications.\nMay cause dizziness or jitteriness in sensitive individuals.
Rhodiola (Rhodiola rosea),Slovakia,Stress Relief / Mental Performance / Physical Endurance / Adaptogen / Emotional Balance,"On-Hold:\nGolden root helps maintain normal function of the circulatory system, in this way providing cells with oxygen and nutrients.\n1. For the gastrointestinal tract health\n2. Normalizes intestinal tract function.\nHelps organism to adapt for emotional stress, physical effort, helps to stimulate the nervous system, has beneficial effect in fatigue and headaches induced by stress, beneficial for the sleep difficulties, poor appetite, decline in work performance, helps to stimulate perception, improve state of mind, helps to support potency, has beneficial effect on cardiovascular system because it helps to protect against stress and hypertension.\nStrength and condition.\nEndurance for sports performances.\nPlant antioxidant for cell protection.\nAdaptogen that protects during physical stress.\nHelps the microcirculation trophism, increasing the permeability and capillary microcirculation.\nHelps the physiological blood fluidity.\nFood: Rhodiola rosea (rhizome) (common name: golden root or roseroot)\nExamples of wording: Improve the body's resistance to stress.\nImprove mental function and performance\nContributes to the resistance against stress\nHelps concentration and mental performance",Raw root powder: 200–600 mg per day\nStandardized extract: 100–300 mg per day (standardized to rosavins and salidroside),Health claim pending European authorisation,Use on-hold claims with traditional use disclaimer.\nNot recommended during pregnancy or breastfeeding.\nConsult healthcare provider if taking antidepressants or other medications.\nMay cause dizziness or jitteriness in sensitive individuals.
Rhodiola (Rhodiola rosea),Bulgaria,Stress Relief / Mental Performance / Physical Endurance / Adaptogen / Emotional Balance,"On-Hold:\nGolden root helps maintain normal function of the circulatory system, in this way providing cells with oxygen and nutrients.\n1. For the gastrointestinal tract health\n2. Normalizes intestinal tract function.\nHelps organism to adapt for emotional stress, physical effort, helps to stimulate the nervous system, has beneficial effect in fatigue and headaches induced by stress, beneficial for the sleep difficulties, poor appetite, decline in work performance, helps to stimulate perception, improve state of mind, helps to support potency, has beneficial effect on cardiovascular system because it helps to protect against stress and hypertension.\nStrength and condition.\nEndurance for sports performances.\nPlant antioxidant for cell protection.\nAdaptogen that protects during physical stress.\nHelps the microcirculation trophism, increasing the permeability and capillary microcirculation.\nHelps the physiological blood fluidity.\nFood: Rhodiola rosea (rhizome) (common name: golden root or roseroot)\nExamples of wording: Improve the body's resistance to stress.\nImprove mental function and performance\nContributes to the resistance against stress\nHelps concentration and mental performance",Raw root powder: 200–600 mg per day\nStandardized extract: 100–300 mg per day (standardized to rosavins and salidroside),Health claim pending European authorisation,Use on-hold claims with traditional use disclaimer.\nNot recommended during pregnancy or breastfeeding.\nConsult healthcare provider if taking antidepressants or other medications.\nMay cause dizziness or jitteriness in sensitive individuals.
Rhodiola (Rhodiola rosea),Slovenia,Stress Relief / Mental Performance / Physical Endurance / Adaptogen / Emotional Balance,"On-Hold:\nGolden root helps maintain normal function of the circulatory system, in this way providing cells with oxygen and nutrients.\n1. For the gastrointestinal tract health\n2. Normalizes intestinal tract function.\nHelps organism to adapt for emotional stress, physical effort, helps to stimulate the nervous system, has beneficial effect in fatigue and headaches induced by stress, beneficial for the sleep difficulties, poor appetite, decline in work performance, helps to stimulate perception, improve state of mind, helps to support potency, has beneficial effect on cardiovascular system because it helps to protect against stress and hypertension.\nStrength and condition.\nEndurance for sports performances.\nPlant antioxidant for cell protection.\nAdaptogen that protects during physical stress.\nHelps the microcirculation trophism, increasing the permeability and capillary microcirculation.\nHelps the physiological blood fluidity.\nFood: Rhodiola rosea (rhizome) (common name: golden root or roseroot)\nExamples of wording: Improve the body's resistance to stress.\nImprove mental function and performance\nContributes to the resistance against stress\nHelps concentration and mental performance",Raw root powder: 200–600 mg per day\nStandardized extract: 100–300 mg per day (standardized to rosavins and salidroside),Health claim pending European authorisation,Use on-hold claims with traditional use disclaimer.\nNot recommended during pregnancy or breastfeeding.\nConsult healthcare provider if taking antidepressants or other medications.\nMay cause dizziness or jitteriness in sensitive individuals.
Schisandra (Schisandra chinensis),Netherlands,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Germany,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),France,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Spain,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Italy,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Belgium,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Austria,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Sweden,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Norway,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Denmark,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Portugal,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Greece,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Hungary,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Czechia,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Poland,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Romania,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Slovakia,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Bulgaria,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Schisandra (Schisandra chinensis),Slovenia,Adaptogen / Stress Support / Detoxification / Physical Endurance / Mental Well-being,On-Hold:\nTonic that contributes to adaptogenic activity\nUseful to maintain physiological purifying functions\nSchisandra has adaptogenic properties\nMay increase a person's ability to adapt to stress\nContributes to recovery of physical and mental well-being\nHelps physical and mental resistance\nIncreases physiological resistance in severe environmental conditions,Raw fruit powder: 1–3 grams per day\nStandardized extract: 250–500 mg per day (standardized to schisandrins),Health claim pending European authorisation.\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.,Use on-hold claims with traditional use disclaimer\nNot recommended for pregnant or breastfeeding women.\nAvoid use if you have epilepsy or seizure disorders.\nMay cause allergic reactions in sensitive individuals.\nConsult a healthcare professional before use if taking medications metabolized by the liver.\nUse with caution if you have high blood pressure or hormone-sensitive conditions.
Shatavari (Asparagus racemosus),Netherlands,Female Reproductive Health / Male Sexual Health / Urinary Tract Health / Nervous System / Relaxation,On-Hold:\nAsparagus racemosus might help to induce the symptoms before and after period\nHelps to regulate the menstrual cycles\nHelps to lower the symptoms related to climacterium and after hysterectomy\nMight help with infertility problems\nMight help with men's libido\nMight be used for sexual debility and infertility of men\nMight help with early ejaculation\nMight be effective for infections and inflammation of the bladder (vesica)\nMight have sedative effects,"Raw root powder: 3–6 g/day\nStandardized extract: 500–1,000 mg/day (typically standardized to saponins or shatavarins)",Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer\nNot recommended for individuals with estrogen-sensitive conditions.\nConsult a doctor before use if pregnant, breastfeeding, or on hormone-regulating medication."
